number,value,datetime_start,datetime_complete,duration,params_alpha,params_feature_fraction,params_learning_rate,params_max_depth,params_min_child_samples,params_n_estimators,params_num_leaves,state
113,36.05243337680737,2026-05-07 17:37:34.160105,2026-05-07 17:37:35.907276,0 days 00:00:01.747171,98.3913706540692,0.7433802322389194,0.006738857545083477,6,39,544,32,COMPLETE
114,35.767476517255155,2026-05-07 17:37:35.907276,2026-05-07 17:37:37.972269,0 days 00:00:02.064993,81.52360235870475,0.8767184635244186,0.0098902624550479,7,23,719,26,COMPLETE
115,35.93205515816932,2026-05-07 17:37:37.972269,2026-05-07 17:37:41.067820,0 days 00:00:03.095551,96.50291166426891,0.8458593941481848,0.005767396865180752,8,36,627,53,COMPLETE
116,35.55567660809893,2026-05-07 17:37:41.072828,2026-05-07 17:37:43.993245,0 days 00:00:02.920417,88.49899864188238,0.8828666745077812,0.010817869599626181,8,30,689,65,COMPLETE
117,35.872902335730956,2026-05-07 17:37:43.993245,2026-05-07 17:37:45.835028,0 days 00:00:01.841783,90.33384453172889,0.8980384684394767,0.016456913939501494,6,31,760,65,COMPLETE
118,35.637091751747235,2026-05-07 17:37:45.835028,2026-05-07 17:37:48.142173,0 days 00:00:02.307145,88.12836569608402,0.8796374873570413,0.010713508756705585,7,28,598,60,COMPLETE
119,35.92149915131522,2026-05-07 17:37:48.142173,2026-05-07 17:37:50.212050,0 days 00:00:02.069877,83.5654233014279,0.8831055494905719,0.011354607927784617,7,18,601,37,COMPLETE
120,64.30229164141949,2026-05-07 17:37:50.212050,2026-05-07 17:37:55.415407,0 days 00:00:05.203357,76.98332723106748,0.9077220974037132,0.00015344227557413922,8,20,696,76,COMPLETE
121,35.73189890905061,2026-05-07 17:37:55.415407,2026-05-07 17:37:58.153328,0 days 00:00:02.737921,93.45066288935745,0.960286783758241,0.010814353822676502,7,29,821,60,COMPLETE
122,35.93953062220247,2026-05-07 17:37:58.153328,2026-05-07 17:38:00.516628,0 days 00:00:02.363300,88.75181232194205,0.8585328803528889,0.013606653355977319,7,25,679,68,COMPLETE
123,35.50998627207008,2026-05-07 17:38:00.516628,2026-05-07 17:38:03.642719,0 days 00:00:03.126091,86.49067421236201,0.9192916946674408,0.008720957268616308,8,35,719,61,COMPLETE
124,35.58190141612181,2026-05-07 17:38:03.642719,2026-05-07 17:38:07.137986,0 days 00:00:03.495267,81.53845398654033,0.89049478636064,0.009158016840876571,8,32,785,82,COMPLETE
125,36.211637539128006,2026-05-07 17:38:07.137986,2026-05-07 17:38:10.238870,0 days 00:00:03.100884,85.93183849049964,0.9080790763827908,0.01869653072307502,8,15,785,82,COMPLETE
126,35.57439426094362,2026-05-07 17:38:10.238870,2026-05-07 17:38:13.466427,0 days 00:00:03.227557,81.74817041601581,0.9519542475404413,0.009096907917859042,8,32,726,66,COMPLETE
127,35.65789676853524,2026-05-07 17:38:13.466427,2026-05-07 17:38:17.379487,0 days 00:00:03.913060,79.5641890077413,0.9217456039120447,0.008893924494370977,8,27,866,74,COMPLETE
128,35.93026143283045,2026-05-07 17:38:17.379487,2026-05-07 17:38:21.600255,0 days 00:00:04.220768,73.8926798971033,0.9812425704296921,0.009197433480270962,8,25,995,82,COMPLETE
129,35.72353375168059,2026-05-07 17:38:21.600255,2026-05-07 17:38:26.321393,0 days 00:00:04.721138,79.58507509014203,0.9201223117134836,0.005224184911505125,8,30,878,73,COMPLETE
130,35.89753302719724,2026-05-07 17:38:26.321393,2026-05-07 17:38:30.880018,0 days 00:00:04.558625,80.78202181910447,0.8919046587224428,0.008406056357038198,8,14,914,79,COMPLETE
131,35.737553881057934,2026-05-07 17:38:30.880018,2026-05-07 17:38:34.469004,0 days 00:00:03.588986,77.45866240475273,0.9388565894331565,0.010369473094796352,8,32,967,66,COMPLETE
132,35.781655801815035,2026-05-07 17:38:34.469004,2026-05-07 17:38:37.430213,0 days 00:00:02.961209,72.0742748594984,0.9506555824440471,0.012684189829759043,8,27,726,70,COMPLETE
133,36.33650304813127,2026-05-07 17:38:37.430727,2026-05-07 17:38:41.018180,0 days 00:00:03.587453,87.34768017937664,0.9339854866661309,0.01510435393964379,8,23,1049,66,COMPLETE
134,35.663775990626114,2026-05-07 17:38:41.018180,2026-05-07 17:38:44.741784,0 days 00:00:03.723604,84.96306516087486,0.9256433257181133,0.0067528560099873475,8,44,839,60,COMPLETE
135,35.42415630664907,2026-05-07 17:38:44.741784,2026-05-07 17:38:48.482082,0 days 00:00:03.740298,83.06723154268245,0.9238232910689526,0.006693864349639755,8,40,843,61,COMPLETE
136,35.82086320508722,2026-05-07 17:38:48.497706,2026-05-07 17:38:53.575338,0 days 00:00:05.077632,84.8115776749726,0.9741046087492238,0.004492075540546169,8,41,933,73,COMPLETE
137,37.03382420635618,2026-05-07 17:38:53.575338,2026-05-07 17:38:59.345332,0 days 00:00:05.769994,74.57391477888413,0.9195588739438687,0.0032846618172103336,8,33,858,88,COMPLETE
138,35.538948287858055,2026-05-07 17:38:59.345332,2026-05-07 17:39:02.946293,0 days 00:00:03.600961,81.47203680941244,0.8857809488445653,0.008303460648517677,8,29,805,64,COMPLETE
139,35.601345508843096,2026-05-07 17:39:02.946293,2026-05-07 17:39:06.721475,0 days 00:00:03.775182,80.93443925846611,0.8864730652334606,0.008481593137873,8,21,802,67,COMPLETE
140,35.62895849607935,2026-05-07 17:39:06.737097,2026-05-07 17:39:10.501089,0 days 00:00:03.763992,78.52272001301264,0.8883410220335758,0.008864999947294672,8,22,795,64,COMPLETE
