number,value,datetime_start,datetime_complete,duration,params_alpha,params_feature_fraction,params_learning_rate,params_max_depth,params_min_child_samples,params_n_estimators,params_num_leaves,state
106,43.58114884831342,2026-04-29 11:47:39.889098,2026-04-29 11:47:42.988785,0 days 00:00:03.099687,7.418134043796677,0.9068555103986139,0.012745044837812643,7,37,720,57,COMPLETE
107,36.02381240296141,2026-04-29 11:47:42.988785,2026-04-29 11:47:44.720123,0 days 00:00:01.731338,35.50263010986562,0.9247925355679256,0.030178484575881286,7,49,768,59,COMPLETE
108,35.70968633066029,2026-04-29 11:47:44.720123,2026-04-29 11:47:46.726343,0 days 00:00:02.006220,46.52911136302804,0.8972804458074914,0.016460054460017748,7,45,818,52,COMPLETE
109,35.488772852285145,2026-04-29 11:47:46.726343,2026-04-29 11:47:48.169461,0 days 00:00:01.443118,31.50667908709386,0.956533155230292,0.023163074407885245,6,40,663,64,COMPLETE
110,37.55592487822096,2026-04-29 11:47:48.169461,2026-04-29 11:47:49.785360,0 days 00:00:01.615899,25.624671440523016,0.9651752724655593,0.14663561346829299,6,8,659,65,COMPLETE
111,35.557438612569136,2026-04-29 11:47:49.791865,2026-04-29 11:47:51.286440,0 days 00:00:01.494575,31.760692976093093,0.9368636995637912,0.022834293972576233,6,39,677,67,COMPLETE
112,35.62539943813084,2026-04-29 11:47:51.286440,2026-04-29 11:47:52.787278,0 days 00:00:01.500838,21.575616078569844,0.9519996295867037,0.02343792981188163,6,40,627,64,COMPLETE
113,35.7962554794035,2026-04-29 11:47:52.787278,2026-04-29 11:47:54.231572,0 days 00:00:01.444294,37.277108856957675,0.9434926996939681,0.024297111143161323,6,47,699,68,COMPLETE
114,36.12354792572304,2026-04-29 11:47:54.231572,2026-04-29 11:47:56.007850,0 days 00:00:01.776278,32.0457188391609,0.9723865762086976,0.011309578109842773,6,39,613,59,COMPLETE
115,35.801695339271774,2026-04-29 11:47:56.007850,2026-04-29 11:47:56.903368,0 days 00:00:00.895518,28.768208466028785,0.9352047313019143,0.03615271535302037,5,43,578,56,COMPLETE
116,35.77265018435621,2026-04-29 11:47:56.903368,2026-04-29 11:47:58.431838,0 days 00:00:01.528470,42.35130506225195,0.47356050844738856,0.014275768003459872,6,30,672,63,COMPLETE
117,35.54141107531805,2026-04-29 11:47:58.431838,2026-04-29 11:48:00.005613,0 days 00:00:01.573775,34.32024278166377,0.9936985858633907,0.019161541580239555,6,37,655,54,COMPLETE
118,35.59750310152556,2026-04-29 11:48:00.005613,2026-04-29 11:48:01.262091,0 days 00:00:01.256478,33.91414354558388,0.997499518120312,0.018258908198594853,5,37,634,50,COMPLETE
119,35.60495225190191,2026-04-29 11:48:01.262091,2026-04-29 11:48:02.630175,0 days 00:00:01.368084,31.597373039619487,0.9542481238510482,0.028552377609428147,6,39,653,48,COMPLETE
120,35.57279590222303,2026-04-29 11:48:02.630175,2026-04-29 11:48:04.100534,0 days 00:00:01.470359,39.48451064276052,0.9162840945817121,0.0214141516390169,6,36,684,53,COMPLETE
121,35.58299334401748,2026-04-29 11:48:04.100534,2026-04-29 11:48:06.172095,0 days 00:00:02.071561,37.13047891685102,0.9750916302049384,0.015246985686246408,7,42,728,60,COMPLETE
122,36.631620751641435,2026-04-29 11:48:06.172095,2026-04-29 11:48:08.238248,0 days 00:00:02.066153,30.034586757227398,0.9626981472603047,0.009508153022056003,6,33,673,55,COMPLETE
123,35.61759373074369,2026-04-29 11:48:08.238248,2026-04-29 11:48:10.406772,0 days 00:00:02.168524,43.23249276897658,0.9908482837342707,0.013470428921471215,7,45,698,76,COMPLETE
124,35.61824527199308,2026-04-29 11:48:10.406772,2026-04-29 11:48:11.768194,0 days 00:00:01.361422,50.714752808320256,0.9384463296273159,0.01739097555807702,6,41,590,57,COMPLETE
125,35.565571410761535,2026-04-29 11:48:11.768194,2026-04-29 11:48:13.994812,0 days 00:00:02.226618,44.659921273063475,0.9874276804151315,0.011367238803231131,7,38,645,66,COMPLETE
126,41.67238132946342,2026-04-29 11:48:13.994812,2026-04-29 11:48:14.446658,0 days 00:00:00.451846,47.55875280025332,0.9553709448355668,0.01932480061018483,6,31,100,62,COMPLETE
127,35.843496945860224,2026-04-29 11:48:14.446658,2026-04-29 11:48:16.264908,0 days 00:00:01.818250,53.72961591298544,0.9720217405966527,0.025607519775380335,7,36,768,70,COMPLETE
128,35.699739034571074,2026-04-29 11:48:16.264908,2026-04-29 11:48:18.429457,0 days 00:00:02.164549,34.76129286471414,0.8836090801302194,0.012658189059759828,7,44,710,59,COMPLETE
129,35.790926374804535,2026-04-29 11:48:18.429457,2026-04-29 11:48:20.038347,0 days 00:00:01.608890,26.19056834673055,0.9196447447833523,0.015931860364947138,6,40,619,51,COMPLETE
130,35.71365943245204,2026-04-29 11:48:20.038347,2026-04-29 11:48:22.031148,0 days 00:00:01.992801,39.99893993093643,0.9303809302513528,0.022011525552404914,7,28,726,63,COMPLETE
131,35.506393136293624,2026-04-29 11:48:22.031148,2026-04-29 11:48:24.154196,0 days 00:00:02.123048,56.60389944926836,0.9000830563729302,0.014361148503353745,7,34,743,68,COMPLETE
132,35.43404449585009,2026-04-29 11:48:24.154196,2026-04-29 11:48:26.491458,0 days 00:00:02.337262,52.85082293647817,0.9013721785377893,0.010601957919836391,7,38,750,66,COMPLETE
133,35.516302522229545,2026-04-29 11:48:26.491458,2026-04-29 11:48:29.027563,0 days 00:00:02.536105,48.73754755060828,0.8738958697076236,0.009738899783199804,7,34,758,69,COMPLETE
134,35.51234290990884,2026-04-29 11:48:29.027563,2026-04-29 11:48:31.626208,0 days 00:00:02.598645,49.7647788914075,0.8494939436381002,0.009482879294577388,7,35,793,74,COMPLETE
135,35.80768071346354,2026-04-29 11:48:31.626208,2026-04-29 11:48:34.644694,0 days 00:00:03.018486,49.58531615275191,0.8617351704677267,0.0070251547102524615,7,34,794,78,COMPLETE
136,35.56295694714594,2026-04-29 11:48:34.644694,2026-04-29 11:48:37.432308,0 days 00:00:02.787614,54.13749964507003,0.8726454862688174,0.009698246665447281,7,25,831,73,COMPLETE
137,35.54452930176188,2026-04-29 11:48:37.432308,2026-04-29 11:48:40.009644,0 days 00:00:02.577336,47.60086312891929,0.89528569415702,0.010192893402703634,7,33,806,68,COMPLETE
138,35.50476958034501,2026-04-29 11:48:40.009644,2026-04-29 11:48:42.990439,0 days 00:00:02.980795,51.66223695498388,0.8490980026988575,0.008695091132156921,7,31,753,75,COMPLETE
139,35.501170968551136,2026-04-29 11:48:42.990439,2026-04-29 11:48:45.732161,0 days 00:00:02.741722,55.54873130309915,0.8505859306781266,0.008627176437920528,7,31,759,81,COMPLETE
140,35.70752307324509,2026-04-29 11:48:45.732161,2026-04-29 11:48:49.092148,0 days 00:00:03.359987,43.46299073422733,0.8454865547489885,0.008899009087692688,8,30,750,82,COMPLETE
