number,value,datetime_start,datetime_complete,duration,params_alpha,params_feature_fraction,params_learning_rate,params_max_depth,params_min_child_samples,params_n_estimators,params_num_leaves,state
117,35.552648543172516,2026-05-07 17:25:22.093731,2026-05-07 17:25:24.684397,0 days 00:00:02.590666,91.60714017899305,0.9092259127721833,0.013514289496703115,8,34,621,84,COMPLETE
118,35.72831979458365,2026-05-07 17:25:24.684397,2026-05-07 17:25:26.959378,0 days 00:00:02.274981,91.4429116438507,0.9067373111482997,0.017950417838871316,8,32,626,76,COMPLETE
119,35.56633396431206,2026-05-07 17:25:26.959378,2026-05-07 17:25:29.695358,0 days 00:00:02.735980,87.7118403420094,0.9284540178622678,0.01430861877908048,8,27,651,89,COMPLETE
120,35.634325780518076,2026-05-07 17:25:29.695358,2026-05-07 17:25:32.556662,0 days 00:00:02.861304,82.07334443277425,0.924676071002315,0.01411120195172342,8,27,707,87,COMPLETE
121,35.658281366966335,2026-05-07 17:25:32.556662,2026-05-07 17:25:35.411641,0 days 00:00:02.854979,83.1737661743698,0.931164537518283,0.014569614013499517,8,28,711,85,COMPLETE
122,35.660770238965995,2026-05-07 17:25:35.411641,2026-05-07 17:25:38.026493,0 days 00:00:02.614852,86.09385065910519,0.9323633057409277,0.015402610397865616,8,27,654,85,COMPLETE
123,36.31795966741921,2026-05-07 17:25:38.026493,2026-05-07 17:25:40.439583,0 days 00:00:02.413090,82.41858210098599,0.946916224047635,0.02733257047722941,8,21,691,88,COMPLETE
124,36.59617227001284,2026-05-07 17:25:40.439583,2026-05-07 17:25:42.511713,0 days 00:00:02.072130,79.26614550615203,0.9764828435386165,0.03603011462267943,7,18,722,80,COMPLETE
125,36.99166133412168,2026-05-07 17:25:42.511713,2026-05-07 17:25:47.297801,0 days 00:00:04.786088,82.89887725165623,0.9590349894196477,0.02202068728703468,8,11,1243,96,COMPLETE
126,35.68880255162245,2026-05-07 17:25:47.297801,2026-05-07 17:25:49.919443,0 days 00:00:02.621642,72.43358647285493,0.9285031516868716,0.014559477151515511,8,37,745,68,COMPLETE
127,35.808211572087636,2026-05-07 17:25:49.919443,2026-05-07 17:25:52.337376,0 days 00:00:02.417933,88.2587459226153,0.9541323015945098,0.018300982032214343,8,33,660,88,COMPLETE
128,35.738126703084234,2026-05-07 17:25:52.337376,2026-05-07 17:25:55.399747,0 days 00:00:03.062371,90.27200227934853,0.8857722103752644,0.007181465687612761,7,29,612,88,COMPLETE
129,35.63665199496761,2026-05-07 17:25:55.399747,2026-05-07 17:25:58.093067,0 days 00:00:02.693320,94.52889315091639,0.9094944435745782,0.013655197969325886,8,36,702,79,COMPLETE
130,35.632883027872694,2026-05-07 17:25:58.093067,2026-05-07 17:26:00.973886,0 days 00:00:02.880819,85.32958356285074,0.9089284541886757,0.013386309080905878,8,27,701,78,COMPLETE
131,35.74508465606975,2026-05-07 17:26:00.973886,2026-05-07 17:26:03.642389,0 days 00:00:02.668503,85.62897515357653,0.9019460595824715,0.016862679679509537,8,27,719,76,COMPLETE
132,35.60518265126454,2026-05-07 17:26:03.642389,2026-05-07 17:26:06.232071,0 days 00:00:02.589682,93.7656242283008,0.9280118695667376,0.01343428428195873,8,37,700,71,COMPLETE
133,35.65974833611729,2026-05-07 17:26:06.232071,2026-05-07 17:26:09.199409,0 days 00:00:02.967338,91.82878789915655,0.9218279311636531,0.013879237698847692,8,36,831,72,COMPLETE
134,35.575948683526505,2026-05-07 17:26:09.199409,2026-05-07 17:26:12.143258,0 days 00:00:02.943849,74.46718345026726,0.9052332292270271,0.010155076828232943,8,33,645,66,COMPLETE
135,35.63331890431441,2026-05-07 17:26:12.143258,2026-05-07 17:26:15.417510,0 days 00:00:03.274252,73.87163745679308,0.9076868767388383,0.007866459730110412,8,32,668,67,COMPLETE
136,35.89534421924155,2026-05-07 17:26:15.417510,2026-05-07 17:26:18.755538,0 days 00:00:03.338028,73.60957521599329,0.8853468765579153,0.007622461160814446,8,15,640,58,COMPLETE
137,35.565950459056026,2026-05-07 17:26:18.755538,2026-05-07 17:26:21.818441,0 days 00:00:03.062903,66.34236386002468,0.9026003169551085,0.009817443301615783,8,33,669,62,COMPLETE
138,35.57661169894065,2026-05-07 17:26:21.818441,2026-05-07 17:26:24.299862,0 days 00:00:02.481421,77.7124576211246,0.9009317490193339,0.009655045141735256,7,32,620,67,COMPLETE
139,35.56370121915363,2026-05-07 17:26:24.299862,2026-05-07 17:26:26.623925,0 days 00:00:02.324063,75.04810612893412,0.8839345533154149,0.00941265990732494,7,40,598,63,COMPLETE
140,37.192041818253244,2026-05-07 17:26:26.624925,2026-05-07 17:26:29.510624,0 days 00:00:02.885699,69.65575210238549,0.8815028611136156,0.005164400586301784,7,41,594,62,COMPLETE
