number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_huber_slope,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,state
86,35.16875675227955,2026-05-08 20:39:16.368122,2026-05-08 20:39:23.208477,0 days 00:00:06.840355,0.673493134568655,76.69950981235056,0.010572436167610654,3,33,1400,COMPLETE
87,35.12695656810614,2026-05-08 20:39:23.208477,2026-05-08 20:39:29.554771,0 days 00:00:06.346294,0.6550351691891819,78.1330850409604,0.01023294554407979,3,34,1400,COMPLETE
88,35.51393330319418,2026-05-08 20:39:29.554771,2026-05-08 20:39:36.077320,0 days 00:00:06.522549,0.6357206043068483,78.01631582305015,0.005547048534527476,3,33,1300,COMPLETE
89,35.28007526751087,2026-05-08 20:39:36.077320,2026-05-08 20:39:42.465169,0 days 00:00:06.387849,0.6546131860951387,70.8107823066683,0.010808346481094609,3,49,1400,COMPLETE
90,35.294325361283796,2026-05-08 20:39:42.465169,2026-05-08 20:39:53.681719,0 days 00:00:11.216550,0.681945895841122,65.13636314024023,0.007038656485655777,4,1,1500,COMPLETE
91,35.17862565667987,2026-05-08 20:39:53.681719,2026-05-08 20:40:00.555345,0 days 00:00:06.873626,0.6720280404621372,76.51387996302358,0.010094485599662062,3,36,1400,COMPLETE
92,35.14302018501626,2026-05-08 20:40:00.555345,2026-05-08 20:40:07.166509,0 days 00:00:06.611164,0.6397765928310589,74.45466913997812,0.009865263110146192,3,35,1400,COMPLETE
93,35.13413310315805,2026-05-08 20:40:07.166509,2026-05-08 20:40:14.070267,0 days 00:00:06.903758,0.6422431469722812,78.71655785169867,0.012654731455648442,3,36,1500,COMPLETE
94,35.156618587402754,2026-05-08 20:40:14.070267,2026-05-08 20:40:21.134001,0 days 00:00:07.063734,0.6398655888713417,79.24271156614245,0.009341581179383968,3,35,1500,COMPLETE
95,35.441836659344844,2026-05-08 20:40:21.134001,2026-05-08 20:40:28.480894,0 days 00:00:07.346893,0.6400354504039104,85.18014965182485,0.005947386918824173,3,44,1500,COMPLETE
96,35.275309501743,2026-05-08 20:40:28.481404,2026-05-08 20:40:35.113067,0 days 00:00:06.631663,0.6553768080806189,78.69235752684543,0.012423448234177594,3,40,1500,COMPLETE
97,35.18670436350912,2026-05-08 20:40:35.113067,2026-05-08 20:40:44.175053,0 days 00:00:09.061986,0.611721580310407,67.96464291476127,0.008623022307216052,4,35,1500,COMPLETE
98,35.21764843319835,2026-05-08 20:40:44.175053,2026-05-08 20:40:49.866508,0 days 00:00:05.691455,0.6955749570765906,72.10793013556048,0.019174104832164387,3,39,1200,COMPLETE
99,35.29011374689986,2026-05-08 20:40:49.866508,2026-05-08 20:40:59.059327,0 days 00:00:09.192819,0.6267545388402899,94.57230892031531,0.007743337355635721,4,27,1500,COMPLETE
100,35.294015040664256,2026-05-08 20:40:59.059327,2026-05-08 20:41:05.728107,0 days 00:00:06.668780,0.5900008934257914,79.87163852428893,0.009309664196253942,3,24,1400,COMPLETE
101,35.358466747446116,2026-05-08 20:41:05.728107,2026-05-08 20:41:12.340012,0 days 00:00:06.611905,0.6141981969673274,76.70848756590965,0.010096732813291568,3,38,1400,COMPLETE
102,35.255639859284926,2026-05-08 20:41:12.340012,2026-05-08 20:41:18.458897,0 days 00:00:06.118885,0.6448125420102598,61.937167904134164,0.01240400704169043,3,35,1300,COMPLETE
103,35.181564939912775,2026-05-08 20:41:18.458897,2026-05-08 20:41:24.866312,0 days 00:00:06.407415,0.6025545274803057,72.57994114200929,0.015532068694919026,3,28,1400,COMPLETE
